,index,Titulo,Tipo,Descripcion,Año de lanzamiento,Clasificacion por edad,Duracion,imdb_usuario,imdb_puntuacion,imdb_votos
1032,1616.0,Hannibal Buress: Comedy Camisado,MOVIE,"He's a kamikaze gambler. A one-arm cuddler. And if his fly is down, so be it. A night of sly riffs and slow burns.",2016,R,67,tt5352432,6,1517
1033,1620.0,Kiss of Life,MOVIE,"Everything he's terrified of, she loves. Could this be love?",2015,G,79,tt5348954,5,23794
1034,1621.0,Chasing Cameron,Sin_informacion,"The series stars Dallas and his famous friends embarking on a new tour of Magcon around Europe. Aaron Carpenter, Taylor Caniff, Blake Gray, Trey Schafer and Willie Jones are also starring in the series.",2016,TV-PG,28,tt6370626,3,501
1035,2632.6921658986175,S Storm,MOVIE,A suspect is killed while the ICAC team is investigating illegal soccer gambling in Hong Kong.,2016,PG-13,90,tt5998744,5,697
1036,1625.0,Husband Factor,MOVIE,A traditional Turkish woman tries to find love and is forced by her family members to get married.,2015,PG-13,108,tt4899096,6,5031
1037,1627.0,Spark,SHOW,"'Spark' is a mini music drama like a night concert in the summertime, centering on a man who leaks a great deal of electricity after a sudden accident and a woman he can't get away from no matter how hard he tries",2016,TV-14,13,tt6409112,7,57
1038,1628.0,Under the Black Moonlight,SHOW,"Kang Woo is a talented college student who is studying the fine arts. Strange things begin to happen when his girlfriend, Wol Ha, and a few friends come to visit him at his family's mountain cabin.",2016,TV-14,10,tt7162436,5,56
1039,1633.0,Husband Factor: Resurrection,MOVIE,A girl tries to manage the demands of her traditional family's wishes and her own as she embarks on a journey to marry the love of her life,2016,PG,108,tt5838944,5,297
1040,1635.0,Close Your Eyes Before It's Dark,SHOW,"While vacationing at a mountain cabin, a group of longtime friends uncovers an old scandal that could have deadly consequences.",2016,TV-14,84,tt6506806,7,218
1041,1636.0,Best Lover,SHOW,"Best Couple's background is set in modern day Korean entertainment industry. The story is about two top stars entering into a fake marriage with their own secret agendas, and through their efforts to defend their fake marriage in public, they learn about about each other's pains and weaknesses and eventually end up together. The male lead comes from a poor background and through hard work becomes a top star. He finds himself emotionally involved with his first love, fake wife and admirer. The female lead comes from a chaebol family and is an arrogant top star. She is neglected by her parents and due to a family feud/conspiracy, she must act strong in order to survive even though she is weak at times. Through a fake marriage, these two people find true love and their true selves.",2016,TV-14,45,tt9874364,6,74
1042,1642.0,Wedding Association 2: Circumcision,MOVIE,Ismail and his old screwball crew land themselves in hot water when his grandson's circumcision evolves into a buzz-making citywide event.,2015,PG-13,107,tt5114588,6,10261
1043,1643.0,The Miracle,SHOW,"How could twin sisters be such polar opposites? Kwon Shi Ah is the beautiful sister, gorgeous in every way and a member of the popular girl group known as Miracle Girls. Since she was in preschool, Shia has worked as a model and then a teen actress before becoming an idol. Her fraternal twin sister, Shi Yeon, is almost double the body size of Shi Ah and has always been ridiculed and bullied in school for her large frame. Because of this, Shi Yeon has become a recluse, who prefers staying home and producing an Internet broadcast within the safety of her room. The only time Shi Yeon ventures out is to visit a mysterious tarot card reader who gives Shi Yeon a magical tarot card every day. But the twin sistersâ€™ lives are turned upside down when they wake up one day and realize that their souls have switched bodies! What will an idol musician and Shi Yeonâ€™s high school crush think of the women they thought they knew?",2016,TV-14,18,tt6703344,6,210
1044,1644.0,The Dream Job,SHOW,"Many people harbour the hope of a 'dream job', one that pays well, offer great benefits, and with a boss who treats them like his own.",2016,TV-14,44,tt7131688,6,14
1045,1647.0,Vanished 46,SHOW,"A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect.",2016,TV-MA,61,tt5606154,8,4269
1046,1648.0,Niyazi GÃ¼l DÃ¶rtnala,MOVIE,"Niyazi, a veterinarian, is on the lookout for a special elixir for animals. What he doesn't yet know is a mobster and his estranged love is also on the lookout for that elixir.",2015,PG,106,tt4505260,4,3170
1047,1650.0,My Mother's Wound,MOVIE,"Upon turning eight-teen, Salih leaves the orphanage to find his lost family and begins working in a Serbian farm. Suddenly, at the most unexpected moment he has found a home. Will he ever be able to let go of the ghosts of his past and be happy in this new life? As tension escalates disquieting secrets surface. A gripping tale of family, love and identity, My Mother's Wound follows Salih as he searches for a trail of hope amongst war-torn lives.",2016,PG-13,120,tt5684860,7,3620
1048,1653.0,The CEO,MOVIE,Five top level staff of a company are selected for a retreat where the new CEO of a global company will be chosen. What starts off as cordial soon goes sour as they attempt to outdo one another to be named The CEO.,2016,PG-13,105,tt5036924,5,121
1049,1655.0,Magic Cellphone,SHOW,The drama revolves around the romance between an ordinary guy and a girl group member.,2016,TV-PG,13,tt7162434,6,21
1050,1657.0,Diamond Lover,SHOW,"Xiao Liang is the CEO of the world's biggest Diamond company. He's reserved, strict and counts every penny while doing business. He also chooses to close himself off from people, insisting relationships are of no worth in his life. Everything turns upside down when he meets Mi Dou, a woman who changes his views in life and teaches him what it means to be alive and happy.",2015,TV-PG,79,tt6058496,6,138
1051,1660.0,Dedemin FiÅŸi,MOVIE,Estranged family members re-unite to determine whether to pull the family patriarch out of life support or not.,2016,PG,100,tt5191238,5,3524
1052,1665.0,Sons of the Caliphate,SHOW,"This is a drama series about the lives of three rich, entitled, passionate and ambitious young men: Kalifah, Nuhu and Diko. Elections are fast approaching and there's a tussle for the governorship seat of the Northern Caliphate State of Kowa. Soon personal conflicts intertwine between their families in a race to crown the next Governor.",2015,TV-14,39,tt10202268,6,32
1053,1669.0,Souk Bazaar,MOVIE,"Kahraman is a naive and right-minded guy. In a lovely Anatolian town, he earns a living as an attendant in a Turkish bath inherited from his great grandfathers. One day, a wealthy constructor named Tuncay wants to demolish the bath and the marketplace it is located in, and build a mall in their place. Barber Cemil, Kahraman's enemy, convinces the craftsmen in the marketplace and collaborates with Tuncay to start the demolishment immediately. Kahraman does not want the marketplace he was born into to be demolished and he does not believe in the empty promises of Tuncay.",2015,PG,97,tt4324242,5,1891
1054,1670.0,Dharam Sankat Mein,MOVIE,The film revolves around a Hindu man (Paresh Rawal) who goes through an identity crisis when he discovers he was adopted as a son in a Hindu family but was born in a Muslim family. The journey starts with finding his real father.,2015,PG-13,129,tt4354740,6,2237
1055,1677.0,Kara Bela,MOVIE,"After the death of his wife and father, Kudret, who has always lived by the book, decides to go on a road trip to save a girl.",2015,PG-13,100,tt5274684,6,8920
1056,1679.0,Fartsa,SHOW,"An epic saga which takes place over a long time span from 1961 to 1991. From the midpoint of the story we view the friendship of four boys. In season main heroes are in their 20's, they are childhood friends, and for the sake of their friendship they are ready to sacrifice anything. Everyone has their own dreams, but their circumstances will take them on a difficult path and they will be forced into all kinds of underground economic dealings in the early 60s. And, worst of all - they are successful in this business. And the more successful they are, the further they get from their real dreams.",2015,TV-14,60,tt4567218,6,195
1057,1681.0,Singles Villa,SHOW,"Love thy neighbor? Think again! Singles Villa may be the hottest apartment complex around, but all its tenants face eviction if they fall in love with one another. Residents Qiao Sheng Yu and Jiang Ke Xin agree to these terms â€” up until they fall in love, that is. On top of making sure that whatever happens behind closed doors stays behind closed doors, things get even trickier for these loving neighbors when Ke Xin's former sweetheart Chi Bo Yuan turns up on her doorstep.",2015,TV-14,45,tt5053036,7,28
1058,1683.0,Sommore: The Reign Continues,MOVIE,"Self-proclaimed ""Queen of Comedy"" Sommore storms the stage to deliver a riotous stand-up performance in Charlotte, North Carolina.",2015,R,79,tt4172758,6,76
1059,1691.0,Chris D'Elia: Incorrigible,MOVIE,"Comedian and actor Chris Dâ€™Elia, known for his dynamic physical comedy, explains why the NFL would be way more entertaining if it were real lions, bears and Vikings battling each other, that babies are the worst prize ever, and that you should never ask a Cuban directions unless youâ€™re ready for the best time of your life.",2015,R,83,tt4624852,6,1535
1060,1696.0,Tariqi: My Way,SHOW,"In the 1970s, ""Dalila"" is suffering from oppression and injustice by her aristocratic mother because ""Dalila"" insists to be a famous singer. Meanwhile, our hero experiences two love stories that will her who's in her side in the path of glory and fame.",2015,TV-14,42,tt5528490,7,143
1061,1697.0,'76,MOVIE,"Nollywood superstars Ramsey Nouah, Rita Dominic, and Chidi Mokeme headline this gripping drama set against the backdrop of the attempted 1976 military coup against the government of General Murtala Mohammed.",2016,PG-13,118,tt2385126,6,220
1062,1698.0,The Governor,SHOW,"The Governor"" is the riveting tale of Angela Ochello, the Deputy Governor of Savannah State, who with no governorship ambitions finds herself suddenly entangled in a web of political intrigue after the untimely death of the incumbent Governor. As audiences embark on this journey with Angela, they get to see how with the help of her trusted Chief of Staff, she learns how to maneuver through the rough and shark-infested waters of politics whilst balancing the demands of her matrimonial home.",2016,TV-14,45,tt7128052,7,100
1063,1704.0,Back to 1989,SHOW,"A young successful young man has always felt something missing in his life because he never knew his father. At 26, Che Chen is already a successful assistant manager for an investment trust. But he was raised by his single mother Chen Mu and never knew the identity of his father, and that void has been nagging at him. But a freak accident sends Che back 27 years into the past, to the year before he was born. When he meets 22-year-old Zhen Zhen Ye, Che realizes that this naÃ¯ve and trusting young woman is his mother's best friend! When Che realizes that anything he does in the year 1989 could alter his motherâ€™s future, will he do anything to alter the course of his own life?",2016,TV-14,44,tt6273088,8,106
1064,1705.0,Snervous Tyler Oakley,MOVIE,"After eight years of sharing snippets of his life online, see the intimate truth of Tyler Oakley's relationship with family, followers and fame on his sold out international tour.",2015,PG-13,79,tt5073746,5,473
1065,1708.0,A Chaster Marriage,MOVIE,Sin_informacion,2016,PG-13,93,tt6379048,5,874
1066,1710.0,Hajwala: The Missing Engine,MOVIE,"Khalid and Kehailan are two team leaders who are passionate about car racing and challenges. They enter into a crazy competition to win the challenge involving a lot of surprises, which unexpectedly change both their lives.",2016,R,96,tt6200274,2,250
1067,1713.0,My Little Baby,SHOW,"Cha Jung Han is a detective for a special investigation team. He is busy with investigating violent cases including drugs and gangs, but one day he takes in his niece, Eun Ae and struggles to raise her. Meanwhile, Han Ye Seul is a single mother who raises her 5-years-old son alone. She is Cha Jung-Hanâ€™s first love.",2016,TV-PG,37,tt5546516,6,103
1068,1714.0,Love Storm,Sin_informacion,Three grown siblings must rethink their idea of family when they learn their parents are getting divorced and have their eyes on new partners.,2016,TV-14,87,tt6093070,5,325
1069,1719.0,Jada,MOVIE,"Jada is 7 years old. Jada lives alone on Venice Beach. By following her through a day in her life, the story of who she is, why she is there, and who the man is that has come looking for her unfolds.",2016,PG-13,16,tt9769714,5,157
1070,1720.0,Ozark,SHOW,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",2017,TV-MA,60,tt5071412,8,278223
1071,1721.0,Derry Girls,SHOW,"Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager.",2018,TV-MA,25,tt7120662,6,28718
1072,1722.0,The Sinner,SHOW,"In a small New York town, a haunted detective hunts for answers about perplexing crimes while wrestling with his own demons.",2017,TV-MA,45,tt6048596,7,117055
1073,1723.0,Blade Runner 2049,MOVIE,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",2017,R,164,tt1856101,8,539864
1074,1724.0,Dark,SHOW,A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,2017,TV-MA,56,tt5753856,8,354443
1075,1725.0,Sorry to Bother You,MOVIE,"In an alternate present-day version of Oakland, black telemarketer Cassius Green discovers a magical key to professional success â€“ which propels him into a macabre universe.",2018,R,111,tt5688932,6,75653
1076,1726.0,Dunkirk,MOVIE,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",2017,PG-13,107,tt5013056,7,619645
1077,1727.0,Wind River,MOVIE,An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,2017,R,106,tt6185846,7,240408
1078,1728.0,Molly's Game,MOVIE,Sin_informacion,2017,R,140,tt4209788,7,165817
1079,1729.0,Riverdale,SHOW,"Set in the present, the series offers a bold, subversive take on Archie, Betty, Veronica and their friends, exploring the surreality of small-town life, the darkness and weirdness bubbling beneath Riverdaleâ€™s wholesome facade.",2017,TV-14,42,tt5420376,6,139154
1080,1730.0,Legacies,SHOW,Sin_informacion,2018,TV-14,42,tt8103070,7,28877
1081,1731.0,Mindhunter,SHOW,An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,2017,TV-MA,53,tt5290382,8,261429
1082,1732.0,Den of Thieves,MOVIE,A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,2018,R,140,Sin_informacion,7,107701
1083,1734.0,Phantom Thread,MOVIE,"In 1950s London, renowned British dressmaker Reynolds Woodcock comes across Alma, a young, strong-willed woman, who soon becomes ever present in his life as his muse and lover.",2017,R,130,tt5776858,7,128600
1084,1735.0,Manifest,SHOW,Sin_informacion,2018,TV-14,42,Sin_informacion,7,50145
1085,1736.0,Elite,SHOW,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.",2018,TV-MA,48,tt7134908,7,73062
1086,1737.0,Cobra Kai,SHOW,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018,TV-14,31,tt7221388,8,163858
1087,1738.0,You,SHOW,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",2018,TV-MA,79,tt7335184,7,225949
1088,1739.0,Lost in Space,SHOW,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers.",2018,TV-PG,49,tt5232792,7,96868
1089,1740.0,Money Heist,SHOW,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,2017,TV-MA,50,tt6468322,8,450797
1090,1741.0,Lady Bird,MOVIE,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",2017,R,94,tt4925292,7,277165
1091,1742.0,Good Girls,SHOW,"Three ""good girl"" suburban wives and mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.",2018,TV-14,42,tt6474378,6,49867
1092,2632.6921658986175,The Ritual,MOVIE,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",2017,R,94,tt5638642,6,92788
1093,1744.0,Bodyguard,SHOW,A troubled war veteran is assigned to protect a controversial politician who may be the target of a terror plot.,2018,TV-MA,60,tt7493974,8,114446
1094,1745.0,Godless,SHOW,"A ruthless outlaw terrorizes the West in search of a former member of his gang, whoâ€™s found a new life in a quiet town populated only by women.",2017,TV-MA,65,tt5516154,7,27
1095,1746.0,Altered Carbon,SHOW,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",2018,TV-MA,52,tt2261227,7,162018
1096,1747.0,Maniac,SHOW,"Two strangers are drawn to a mysterious pharmaceutical trial that will, they're assured, with no complications or side-effects whatsoever, solve all of their problems, permanently. Things do not go as planned.",2018,TV-MA,39,tt5580146,7,74877
1097,1748.0,Dirty John,SHOW,Anthology series in which each season is based on a true crime story featuring an epic tale of love gone wrong.,2018,TV-MA,44,tt15438396,7,20817
1098,1749.0,Darkest Hour,MOVIE,"A thrilling and inspiring true story begins on the eve of World War II as, within days of becoming Prime Minister of Great Britain, Winston Churchill must face one of his most turbulent and defining trials: exploring a negotiated peace treaty with Nazi Germany, or standing firm to fight for the ideals, liberty and freedom of a nation. As the unstoppable Nazi forces roll across Western Europe and the threat of invasion is imminent, and with an unprepared public, a skeptical King, and his own party plotting against him, Churchill must withstand his darkest hour, rally a nation, and attempt to change the course of world history.",2017,PG-13,125,tt4555426,7,193208
1099,1750.0,Babylon Berlin,SHOW,"Beneath the decadence of 1929 Berlin, lies an underworld city of sin. Police investigator Gareon Rath has been transferred from Cologne to the epicenter of political and social changes in the Golden Twenties.",2017,TV-MA,49,tt4378376,8,23256
1100,1751.0,Charmed,SHOW,"Set in the fictional college town of Hilltowne, Charmed follows the lives of three sisters, Macy, Mel and Maggie Vera who, after the tragic death of their mother, discover they are three of the most powerful witches of all time.",2018,TV-14,42,tt6394324,4,16091
1101,1752.0,The Haunting of Hill House,SHOW,"The Crains, a fractured family, confront haunting memories of their old home and the terrifying events that drove them from it.",2018,TV-MA,58,tt6763664,8,226817
1102,1753.0,HAPPY!,SHOW,"Corrupt ex-cop turned hitman Nick Sax's life is changed forever by a relentlessly positive, imaginary blue winged horse named Happy.",2017,TV-MA,43,tt2452242,8,37747
1103,1754.0,Workin' Moms,SHOW,"Four women juggle love, careers, and parenthood. They support, challenge, and try not to judge each other as life throws them curveballs. Whether it is an identity crisis, a huge job opportunity, postpartum depression, or an unplanned pregnancy â€“ they face both the good and bad with grace and humour.",2017,TV-MA,22,tt6143796,7,14892
1104,1755.0,The Nightingale,Sin_informacion,"In 1825, Clare, a 21-year-old Irish convict, chases a British soldier through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. She enlists the services of an Aboriginal tracker who is also marked by trauma from his own violence-filled past.",2018,R,136,tt4068576,7,28196
1105,1756.0,Wild Wild Country,SHOW,Sin_informacion,2018,TV-MA,67,tt7768848,8,29298
1106,1757.0,Somebody Feed Phil,SHOW,"""Everybody Loves Raymond"" creator Phil Rosenthal travels the globe to take in the local cuisine and culture of Bangkok, Lisbon, Mexico City and more.",2018,TV-14,52,tt7752034,8,4420
1107,1758.0,Big Mouth,SHOW,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,2017,TV-MA,27,tt6524350,7,74660
1108,1760.0,Dynasty,SHOW,"The reboot follows two of Americaâ€™s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and Americaâ€™s most powerful class.",2017,TV-14,42,tt6128300,7,21136
1109,1761.0,The Disaster Artist,MOVIE,"An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made.",2017,R,104,tt3521126,7,149604
1110,1762.0,Imposters,SHOW,Sin_informacion,2017,TV-14,43,tt5212822,7,13238
1111,1763.0,Anne with an E,SHOW,"A coming-of-age story about an outsider who, against all odds and numerous challenges, fights for love and acceptance and for her place in the world. The series centers on a young orphaned girl in the late 1890â€™s, who, after an abusive childhood spent in orphanages and the homes of strangers, is mistakenly sent to live with an elderly woman and her aging brother. Over time, 13-year-old Anne will transform their lives and eventually the small town in which they live with her unique spirit, fierce intellect and brilliant imagination.",2017,TV-G,46,tt5421602,8,51001
1112,1766.0,Manhunt,SHOW,"Inspired by actual events, this true crime anthology series takes a deep dive into the dark, twisted minds of terrorists and follows the brave souls who hunt them down.",2017,TV-14,43,tt5618256,8,57459
1113,1767.0,The Ballad of Buster Scruggs,MOVIE,"Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride.",2018,R,132,tt6412452,7,141528
1114,1768.0,Okja,MOVIE,"A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",2017,PG-13,122,tt3967856,7,116305
1115,1769.0,Santa Clarita Diet,Sin_informacion,They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.,2017,TV-MA,29,tt5580540,7,64467
1116,1770.0,The Bad Batch,MOVIE,"In a desert wasteland in Texas, a muscled cannibal breaks one important rule: donâ€™t play with your food.",2017,R,119,tt4334266,5,30785
1117,1771.0,The Bureau of Magical Things,SHOW,"When ordinary teenager Kyra touches a mysterious book, she is transformed into a Tri-ling-â€“part-human, part-fairy and part-elf. In addition to acquiring amazing magical powers, Kyra discovers a secret world of magic all around her.",2018,TV-G,79,tt7153034,6,1914
1118,1772.0,One Day at a Time,SHOW,"In a reimagining of the TV classic, a newly single Latina mother raises her teen daughter and tween son with the ""help"" of her old-school mom.",2017,TV-PG,29,tt5339440,8,15669
1119,1773.0,The End of the F***ing World,SHOW,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a darkly comedic road trip in search of her real father.",2017,TV-MA,21,tt6257970,8,177868
1120,1774.0,Safe,SHOW,"After his daughter goes missing, a widower begins uncovering the dark secrets of the people closest to him.",2018,TV-MA,45,tt7902072,7,23794
1121,2632.6921658986175,GLOW,SHOW,"In 1980s LA, a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling.",2017,TV-MA,34,tt0784878,8,44751
1122,1776.0,Trolls: The Beat Goes On!,SHOW,"Queen Poppy tries to keep Troll Village's peace with the Bergens by inviting them to parties, playing their sports and preventing crime.",2018,TV-G,21,tt7539608,5,798
1123,1778.0,Shot Caller,MOVIE,A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,2017,R,120,tt4633690,7,83961
1124,1779.0,Castlevania,SHOW,"A dark medieval fantasy following the last surviving member of the disgraced Belmont clan, trying to save Eastern Europe from extinction at the hand of Vlad Dracula Tepe himself. Inspired by the classic video game series.",2017,TV-MA,26,tt6517102,8,61114
1125,1780.0,The Shack,MOVIE,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",2017,PG-13,132,tt2872518,6,35406
1126,1781.0,The Kominsky Method,SHOW,"An aging actor, who long ago enjoyed a brush with fame, makes his living as an acting coach.",2018,TV-MA,26,tt7255502,8,38232
1127,1782.0,Knightfall,SHOW,Sin_informacion,2017,TV-14,44,tt4555364,6,19809
1128,1783.0,Atypical,SHOW,"Sam, an 18-year-old on the autism spectrum, takes a funny, yet painful, journey of self-discovery for love and independence and upends his family.",2017,TV-14,31,tt6315640,8,81643
1129,1784.0,Alias Grace,SHOW,"Based on the true story of Grace Marks, a housemaid and immigrant from Ireland who was imprisoned in 1843, perhaps wrongly, for the murder of her employer Thomas Kinnear. Grace claims to have no memory of the murder yet the facts are irrefutable. A decade after, Dr. Simon Jordan tries to help Grace recall her past.",2017,TV-MA,44,tt1034007,6,31577
1130,1785.0,Roma,MOVIE,"In 1970s Mexico City, two domestic workers help a mother of four while her husband is away for an extended period of time.",2018,R,135,tt6155172,7,153508
1131,1786.0,Deadwind,Sin_informacion,"When Sofia Karppi, a detective in her 30's who is trying to get over her husband's death, discovers the body of a young woman on a construction site, she triggers a chain of events that threatens to destroy her life again.",2018,TV-MA,46,tt6616260,7,8762
1132,1787.0,Crooked House,MOVIE,"A private investigator helps a former flame solve the murder of her wealthy grandfather, who lived in a sprawling estate surrounded by his idiosyncratic family.",2017,PG-13,115,tt1869347,6,23327
1133,1789.0,The Beguiled,MOVIE,"During the Civil War, at a Southern girlsâ€™ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.",2017,R,93,tt5592248,6,21
1134,1790.0,American Vandal,SHOW,A true-crime satire that explores the aftermath of a costly high school prank that left twenty-seven faculty cars vandalized with phallic images.,2017,TV-MA,33,tt6877772,8,29972
1135,1791.0,Watership Down,SHOW,"Fleeing their doomed warren, a group of rabbits struggle to find and defend a new home.",2018,TV-PG,50,tt5670764,7,6043
1136,1792.0,Mystery Science Theater 3000,SHOW,"The cult hit returns! Captured by mad scientists, new host Jonah survives a blitz of cheesy B movies by riffing on them with his funny robot pals.",2017,TV-14,86,tt6782014,8,3605
1137,1793.0,Chilling Adventures of Sabrina,SHOW,"As her 16th birthday nears, Sabrina must choose between the witch world of her family and the human world of her friends. Based on the Archie comic.",2018,TV-14,57,tt7569592,7,90327
1138,1794.0,What Happened to Monday,MOVIE,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.",2017,R,123,tt1536537,6,120311
1139,1795.0,The Foreigner,MOVIE,Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love â€“ his teenage daughter â€“ dies in an Irish Republican Army car bombing. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.,2017,R,113,tt4759848,7,112487
1140,1796.0,Apostle,MOVIE,"In 1905, a man travels to a remote island in search of his missing sister who has been kidnapped by a mysterious religious cult.",2018,R,130,tt6217306,6,51038
1141,1798.0,The Package,MOVIE,"When a group of teenagers goes on a spring break camping trip, an unfortunate accident sets off a race to save their friendâ€™s most prized possession.",2018,R,94,tt7525778,5,17226
1142,1799.0,Violet Evergarden,SHOW,"The Great War finally came to an end after four long years of conflict; fractured in two, the continent of Telesis slowly began to flourish once again. Caught up in the bloodshed was Violet Evergarden, a young girl raised for the sole purpose of decimating enemy lines. Hospitalized and maimed in a bloody skirmish during the War's final leg, she was left with only words from the person she held dearest, but with no understanding of their meaning.

Recovering from her wounds, Violet starts a new life working at CH Postal Services after a falling out with her new intended guardian family. There, she witnesses by pure chance the work of an ""Auto Memory Doll,"" amanuenses that transcribe people's thoughts and feelings into words on paper. Moved by the notion, Violet begins work as an Auto Memory Doll, a trade that will take her on an adventure, one that will reshape the lives of her clients and hopefully lead to self-discovery.",2018,TV-14,25,tt7078180,8,23794
1143,1800.0,Narcos: Mexico,SHOW,See the rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in 1980s Mexico.,2018,TV-MA,56,tt8714904,8,80902
1144,1801.0,Mary Magdalene,MOVIE,"In the first century, free-spirited Mary Magdalene flees the marriage her family has arranged for her, finding refuge and a sense of purpose in a radical new movement led by the charismatic, rabble-rousing preacher named Jesus.",2018,R,120,tt5360996,5,10234
1145,1802.0,Disenchantment,SHOW,"Set in a ruined medieval city called Dreamland, Disenchantment follows the grubby adventures of a hard-drinking princess, her feisty elf companion and her personal demon.",2018,TV-14,29,tt5363918,7,58639
1146,1805.0,BAKI,SHOW,"While martial arts champion Baki Hanma trains hard to surpass his legendary father, five violent death row inmates descend upon Tokyo to take him on.",2018,TV-MA,24,Sin_informacion,6,23794
1147,1807.0,The Cloverfield Paradox,MOVIE,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",2018,PG-13,102,tt2548396,5,102759
1148,1809.0,Wet Hot American Summer: Ten Years Later,SHOW,"A decade after their wild summer as junior counselors, the gang reunites for a weekend of bonding, hanky-panky and hair-raising adventures.",2017,TV-MA,27,tt5669272,6,8502
1149,1810.0,Abducted in Plain Sight,MOVIE,"In 1974, 12-year-old Jan Broberg is abducted from a small church-going community in Idaho by a trusted neighbour and close family friend.",2018,G,91,tt6098534,6,18165
1150,1815.0,Devilman Crybaby,SHOW,"Akira Fudo learns from his best friend Ryo Asuka that demons will revive and reclaim the world from humans. With humans hopeless against this threat, Ryo suggests combining with a demon. With this, Akira becomes Devilman, a being with the power of demon but with a human heart.",2018,TV-MA,25,tt6660498,7,18575
