,index,Titulo,Tipo,Descripcion,Año de lanzamiento,Clasificacion por edad,Duracion,imdb_usuario,imdb_puntuacion,imdb_votos
1151,1817.0,Oats Studios,SHOW,"A compilation of shorts, diverse experimental content and more weird stuff spread directly from the devious mind of the South African film director Neill Blomkamp.",2017,TV-MA,6,tt16351432,6,870
1152,1818.0,Two Sentence Horror Stories,SHOW,This anthology series of terror features diverse characters facing primal fears in spine-chilling situations that stretch past daily routine.,2017,TV-14,22,tt6873926,5,1841
1153,1819.0,I Am Not Your Negro,MOVIE,"Working from the text of James Baldwinâ€™s unfinished final novel, director Raoul Peck creates a meditation on what it means to be Black in the United States.",2017,R,93,tt5804038,7,21632
1154,1820.0,Black Spot,SHOW,"In the small bordertown of Villefranche, lost in the heart of a large forest, crime rate is six times higher than elsewhere in the area. Each new crime Major LaurÃ¨ne Weiss solves with the help of her unusual team makes her sink deeper and deeper into secrets of the area.",2017,TV-MA,55,tt6519410,7,10705
1155,1821.0,Rust Valley Restorers,SHOW,A crew of car lovers at a garage in the Rocky Mountains transforms abandoned heaps of rust into collectible classics.,2018,TV-14,45,tt9498102,7,2732
1156,1822.0,Bird Box,MOVIE,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.",2018,R,124,tt2737304,6,325194
1157,1823.0,Everything Sucks!,SHOW,"It's 1996 in a town called Boring, Oregon, where high school misfits in the AV and drama clubs brave the ups and downs of teenage emotions in the VHS era.",2018,TV-14,79,tt7078710,7,18023
1158,1824.0,Sin_informacion,MOVIE,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",2017,PG-13,122,tt1730768,6,42808
1159,1825.0,Bad Blood,SHOW,A dramatization of the life and death of Montreal mob boss Vito Rizzuto.,2017,TV-14,46,Sin_informacion,7,9593
1160,1826.0,Five Came Back,SHOW,"The extraordinary story of how Hollywood changed World War II â€“ and how World War II changed Hollywood, through the interwoven experiences of five legendary filmmakers who went to war to serve their country and bring the truth to the American people: John Ford, William Wyler, John Huston, Frank Capra, and George Stevens. Based on Mark Harrisâ€™ best-selling book, â€œFive Came Back: A Story of Hollywood and the Second World War.â€",2017,TV-MA,65,tt6587094,8,4600
1161,1829.0,Veronica,MOVIE,"Madrid, June 1991. After celebrating a session of Ouija with her friends, VerÃ³nica is besieged by dangerous supernatural presences that threaten to harm her entire family.",2017,R,105,tt4276868,6,40254
1162,1830.0,James Acaster: Repertoire,SHOW,"Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials.",2018,TV-14,52,tt7818686,8,3545
1163,1832.0,Sin_informacion,MOVIE,"In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success.",2018,R,109,tt4669264,6,21843
1164,1833.0,The Night Comes for Us,MOVIE,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",2018,R,121,tt6116856,6,25500
1165,1834.0,13 Reasons Why,SHOW,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",2017,TV-MA,58,tt1837492,7,282373
1166,1835.0,Pine Gap,SHOW,A team of talented Australian and American intelligence analysts work together to ensure global stability in one of the world's most important and secretive joint intelligence facilities... Pine Gap. But the relationship between the Australian and American intelligence analysts working at Pine Gap isnâ€™t always rosy.,2018,TV-MA,56,tt7371868,7,4772
1167,1836.0,Destination Wedding,MOVIE,"Frank and Lindsayâ€”two emotionally-broken strangersâ€”meet on the way to a destination wedding. Over the course of the weekend and against all odds, they find themselves drawn together even though they are initially repulsed by one another.",2018,R,84,tt6987770,6,28933
1168,1837.0,Nightflyers,SHOW,"In the year 2093, a team of scientists aboard the Nightflyer, the most advanced ship ever built, embarks on a journey to find other life forms. Their mission takes them to the edge of the solar system, and to the edge of insanity, as they realize true horror isn't waiting for them in outer spaceâ€”it's already on their ship.",2018,TV-MA,44,tt6903284,5,13103
1169,1839.0,Black Lightning,SHOW,"Jefferson Pierce is a man wrestling with a secret. As the father of two daughters and principal of a charter high school that also serves as a safe haven for young people in a New Orleans neighborhood overrun by gang violence, he is a hero to his community.",2018,TV-14,42,tt6045840,6,24646
1170,1842.0,The Babysitter,MOVIE,Sin_informacion,2017,R,85,tt4225622,6,86953
1171,1843.0,When We First Met,MOVIE,"Noah spends the perfect first night with the girl of his dreams Avery but gets relegated to the friend zone. He spends the next three years wondering what went wrong - until he gets the unexpected chance to travel back in time and alter that night, and his fate, over and over again.",2018,PG-13,97,tt5783956,6,48215
1172,1845.0,To All the Boys I've Loved Before,MOVIE,Lara Jean's love life goes from imaginary to out of control when her secret letters to every boy she's ever fallen for are mysteriously mailed out.,2018,PG-13,100,tt3846674,7,101175
1173,1846.0,Troy: Fall of a City,SHOW,"A rich story of love, intrigue, betrayal and belonging told from the perspective of the Trojan royal family at the heart of the siege of Troy.",2018,TV-MA,58,tt5103758,3,13677
1174,1848.0,The Dragon Prince,Sin_informacion,An extraordinary discovery inspires two human princes and an elven assassin to team up on an epic quest to bring peace to their warring lands.,2018,TV-Y7,27,tt8688814,8,21635
1175,1849.0,Dear White People,SHOW,"At a predominantly white Ivy League college, a diverse group of students navigate various forms of racial and other types of discrimination.",2017,TV-MA,29,tt5707802,6,24863
1176,1850.0,Everybody Knows,MOVIE,"Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her Argentinian husband and children. However, the trip is upset by unexpected events that bring secrets into the open.",2018,R,132,tt4964788,6,34009
1177,1851.0,VeggieTales in the City,SHOW,"With exciting trips to the big city, the ski slopes and beyond, the Veggie friends expand their horizons and learn valuable faith-based lessons.",2017,TV-Y,23,tt6562134,6,110
1178,1852.0,Requiem,SHOW,"In 1994, a toddler disappeared from a small Welsh village, never to be seen again. 23 years later, in London, the mother of rising cello star Matilda Gray commits suicide, without apparent reason. Among her possessions, Matilda discovers tantalising evidence, linking her mother to the Welsh girl's disappearance all those years ago.",2018,TV-MA,58,tt6712390,6,6421
1179,1853.0,Wormwood,SHOW,"In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra.",2017,TV-14,43,tt1149367,7,4181
1180,1854.0,Perfume,SHOW,"When a singer is found murdered, with her scent glands excised from her body, detectives probe a group of friends who attended boarding school with her.",2018,TV-MA,29,tt10163260,7,8536
1181,1857.0,Evil Genius,SHOW,This baffling true crime story starts with the grisly death of a pizza man who robs a bank with a bomb around his neck - and gets weirder from there.,2018,TV-MA,48,tt8342862,7,27516
1182,2632.6921658986175,Home Again,MOVIE,Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,2017,PG-13,97,tt5719700,5,31620
1183,1859.0,Mudbound,MOVIE,"In the postâ€“World War II South, two families are pitted against a barbaric social hierarchy and an unrelenting landscape as they simultaneously fight the battle at home and the battle abroad.",2017,R,120,tt2396589,7,47676
1184,1860.0,The Book of Henry,MOVIE,"Susan, a single mother of two, works as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands.",2017,PG-13,105,tt4572792,6,27052
1185,1861.0,Explained,SHOW,"This documentary series, made in partnership with Vox, explain some of the world's current trends, from politics, to science to pop culture.",2018,TV-MA,21,tt8005374,8,8831
1186,1863.0,Cells at Work!,SHOW,"This is a story about you. A tale about the inside of your body... According to a new study, the human body consists of approximately 37 trillion cells. These cells are hard at work every day within a world that is your body. From the oxygen-carrying red blood cells to the bacteria-fighting white blood cells, get to know the unsung heroes and the drama that unfolds inside of you! It's the oddly relatable and interesting story that is the life of cells!",2018,TV-14,23,tt8673610,7,2206
1187,2632.6921658986175,She-Ra and the Princesses of Power,SHOW,"In this reboot of the '80s series, a magic sword transforms an orphan girl into warrior She-Ra, who unites a rebellion to fight against evil.",2018,TV-Y7,24,tt7745956,7,14935
1188,1865.0,Stranger,SHOW,"With the help of a gutsy female detective, a prosecutor who has lost the ability to feel empathy tackles a murder case amid political corruption.",2017,TV-MA,64,tt5545948,8,7645
1189,1866.0,The Rain,SHOW,Sin_informacion,2018,TV-MA,43,tt6656238,7,616
1190,1867.0,The Innocent Man,SHOW,"In a story that gained national attention with John Grishamâ€™s best-selling non-fiction book, The Innocent Man: Murder and Injustice in a Small Town, the six-part documentary series The Innocent Man focuses on two murders that shook the small town of Ada, Oklahoma, in the 1980s â€” and the controversial chain of events that followed.",2018,TV-MA,47,Sin_informacion,7,5883
1191,1868.0,Berlin Syndrome,MOVIE,A passionate holiday romance leads to an obsessive relationship when an Australian photojournalist wakes one morning in a Berlin apartment and is unable to leave.,2017,R,116,tt3335606,6,24733
1192,2632.6921658986175,Anon,MOVIE,"Set in a near-future world where there is no privacy, ignorance or anonymity, our private memories are recorded and crime almost ceases to exist. In trying to solve a series of unsolved murders, Sal Frieland stumbles onto a young woman who appears to have subverted the system and disappeared. She has no identity, no history and no record. Sal realizes it may not be the end of crime but the beginning. Known only as 'The Girl', Sal must find her before he becomes the next victim.",2018,R,100,tt5419536,6,42608
