,index,Usuario,Titulo,Tipo,Descripcion,Año de lanzamiento,Clasificacion por edad,Duracion,imdb_usuario,imdb_puntuacion,imdb_votos
4421,4421.0,ts225061,Pieces of Her,SHOW,An act of violence rocks a sleepy Georgia town as well as the bond between a mother and her daughter.,2022,TV-MA,52,tt9170236,6,11322
4423,4423.0,tm1075698,Metal Lords,MOVIE,"For teenage misfits Hunter and Kevin, the path to glory is clear: Devote themselves to metal. Win Battle of the Bands. And be worshipped like gods.",2022,R,97,tt12141112,6,19689
4424,4424.0,ts344184,Conversations with a Killer: The John Wayne Gacy Tapes,SHOW,"Serial killer John Wayne Gacy was an aspiring politician, beloved local contractor, and part-time clown-for-hire who murdered 33 young men between 1972 and 1976. The majority of his victims were found buried under his house, in the quiet northwest suburbs of Chicago. Fifty years later, DNA scientists are still trying to identify all of his victims, but thanks to 60 hours of unearthed audio between Gacy and his defense team, we have fresh perspective on the narcissistic mindset of the murderer and a deeper understanding of how he operated for so long with impunity.",2022,TV-MA,61,tt18970124,7,3984
4425,4425.0,tm1120543,The Bubble,MOVIE,A group of actors and actresses stuck inside a pandemic bubble at a hotel attempts to complete a film.,2022,R,126,tt13610562,4,20080
4427,4427.0,ts256310,Pacific Rim: The Black,SHOW,"After Kaiju ravage Australia, two siblings pilot a Jaeger to search for their parents, encountering new creatures, seedy characters and chance allies.",2021,TV-14,24,tt9288848,7,4796
4428,4428.0,ts270910,Vikings: Valhalla,SHOW,"In this sequel to ""Vikings,"" a hundred years have passed and a new generation of legendary heroes arises to forge its own destiny â€” and make history.",2022,TV-MA,51,tt11311302,7,31330
4429,4429.0,ts222333,Arcane,SHOW,"Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.",2021,TV-14,41,tt11126994,9,175412
4431,4431.0,tm979026,"tick, tick... BOOM!",MOVIE,"On the cusp of his 30th birthday, Jonathon Larson, a promising young theater composer, navigates love, friendship, and the pressures of life as an artist in New York City.",2021,PG-13,121,tt8721424,7,96418
4432,4432.0,ts301625,Hold Tight,SHOW,"When a young man goes missing soon after his friend dies, life in a tight-knit, affluent Warsaw suburb slowly unravels, exposing secrets and lies.",2022,TV-MA,47,tt15019128,6,1113
4433,4433.0,ts311987,Bad Vegan: Fame. Fraud. Fugitives.,SHOW,"After marrying a mysterious man who claimed he could make her dog immortal, a celebrated vegan restaurateur finds her life veering off the rails.",2022,TV-MA,52,tt18260538,5,2062
4434,4434.0,ts215951,Midnight Mass,SHOW,"An isolated island community experiences miraculous events - and frightening omens - after the arrival of a charismatic, mysterious young priest.",2021,TV-MA,64,tt10574558,7,102321
4435,4435.0,tm856378,Don't Look Up,MOVIE,Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.,2021,R,138,tt11286314,7,498447
4436,4436.0,ts307973,Murderville,SHOW,"Welcome to Murderville, a new series starring Will Arnett as a detective who, in every episode, has to solve a murder with a new celebrity guest star as his partner.  The catch is: the guest star is never given a script so they have to improvise their way through the case!",2022,TV-MA,34,tt15264192,6,10414
4437,4437.0,ts240453,Clark,SHOW,"This is the incredible story behind Sweden's most notorious gangster, Clark Olofsson, whose infamous crimes gave rise to the term ""Stockholm Syndrome"".",2022,TV-MA,61,tt12304420,7,1991
4438,4438.0,ts333834,The Ultimatum: Marry or Move On,SHOW,Get hitched or call it quits? Couples put their love to the test â€” while shacking up with other potential matches â€” in a provocative reality series.,2022,TV-MA,50,tt18396952,5,1440
4439,4439.0,tm852172,Apollo 10Â½:  A Space Age Childhood,MOVIE,"A man narrates stories of his life as a 10-year-old boy in 1969 Houston, weaving tales of nostalgia with a fantastical account of a journey to the moon.",2022,PG-13,98,tt7978758,7,4932
4441,4441.0,ts256072,The Woman in the House Across the Street from the Girl in the Window,SHOW,"For Anna, every day is the same. She sits with her wine, staring out the window, watching life go by without her. But when a handsome neighbor moves in across the street, Anna starts to see a light at the end of the tunnel. That is until she witnesses a gruesome murderâ€¦ Or did she?",2022,TV-MA,26,tt13315324,6,38964
4442,4442.0,ts256710,Archive 81,SHOW,An archivist takes a job restoring damaged videotapes and gets pulled into the vortex of a mystery involving the missing director and a demonic cult.,2022,TV-MA,54,tt13365348,7,43068
4443,4443.0,tm413169,Peter Rabbit 2: The Runaway,MOVIE,"Bea, Thomas, and the rabbits have created a makeshift family, but despite his best efforts, Peter canâ€™t seem to shake his mischievous reputation. Adventuring out of the garden, Peter finds himself in a world where his mischief is appreciated, but when his family risks everything to come looking for him, Peter must figure out what kind of bunny he wants to be.",2021,PG,93,tt8376234,6,10714
4444,4444.0,ts343599,Jimmy Savile: A British Horror Story,SHOW,"Jimmy Savile was one of the United Kingdomâ€™s most beloved TV personalities. Shortly after his death in 2011, an investigation prompted more than 450 horrific allegations of sexual assault and abuse, with victims as young as 5.",2022,TV-MA,85,tt18970454,6,4711
4445,4445.0,ts220305,Squid Game,SHOW,"Hundreds of cash-strapped players accept a strange invitation to compete in children's gamesâ€”with high stakes. But, a tempting prize awaits the victor.",2021,TV-MA,54,tt10919420,8,416738
4446,4446.0,tm1185374,The Mystery of Marilyn Monroe: The Unheard Tapes,MOVIE,This documentary explores the mystery surrounding the death of movie icon Marilyn Monroe through previously unheard interviews with her inner circle.,2022,R,101,tt19034332,6,2233
4448,4448.0,ts343432,Yakamoz S-245,SHOW,"After disaster strikes the Earth, a marine biologist on a research mission in a submarine must fight to advance the process into a conspiracy.",2022,TV-MA,48,tt13317454,6,3861
4449,4449.0,tm1137051,Bubble,MOVIE,"In an abandoned Tokyo overrun by bubbles and gravitational abnormalities, one gifted young man has a fateful meeting with a mysterious girl.",2022,PG,101,tt16360006,6,2468
4452,4452.0,ts331448,Welcome To Eden,SHOW,"""Are you happy? With this question Zoa and four young, attractive and social media active boys and girls are invited to the most exclusive party in history, set in a secret island and organized by the brand of a new drink. What starts as an exciting adventure will soon turn into the trip of their lives. But paradise is not really what it seems... Welcome to Eden.""",2022,TV-MA,41,tt13457822,4,973
4454,4454.0,tm404856,Red Notice,MOVIE,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",2021,PG-13,117,tt7991608,6,255356
4456,4456.0,ts223537,Maid,SHOW,"Inspired by the powerful New York Times best-selling memoir Maid: Hard Work, Low Pay, and a Mother's Will to Survive by Stephanie Land, Maid will chronicle a single mother who turns to housekeeping to - barely - make ends meet as she battles against poverty, homelessness, and bureaucracy.",2021,TV-MA,54,tt11337908,8,74955
4457,4457.0,ts340376,The Marked Heart,SHOW,This new Colombian telenovela is about a man who has to watch his wife die and have her heart extracted to give to another woman. Heâ€™s out for revenge in the world of organ trafficking.,2022,TV-MA,44,tt18974572,6,1103
4458,4458.0,ts346959,Meltdown: Three Mile Island,SHOW,"Insiders recount the events, controversies and lingering effects of the accident at the Three Mile Island nuclear power plant in Pennsylvania.",2022,TV-14,44,tt19757508,7,958
4459,4459.0,ts87242,Shadow and Bone,SHOW,"In a world cleaved in two by a massive barrier of perpetual darkness, a young soldier uncovers a power that might finally unite her country. But as she struggles to hone her power, dangerous forces plot against her. Thugs, thieves, assassins and saints are at war now, and it will take more than magic to survive.",2021,TV-14,52,tt2403776,7,77782
4460,4460.0,ts296046,Lupin,SHOW,"Inspired by the adventures of ArsÃ¨ne Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",2021,TV-MA,46,tt2531336,7,100575
4465,4465.0,ts321918,Human Resources,SHOW,"Lovebugs, Hormone Monsters and a parade of other creatures juggle romance, workplace drama and their human clients' needs in this ""Big Mouth"" spinoff.",2022,TV-MA,27,tt11092142,7,4761
4466,4466.0,ts225855,All of Us Are Dead,SHOW,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out â€” or turn into one of the rabid infected.,2022,TV-MA,61,tt14169960,7,41393
4467,4467.0,ts257504,Heirs to the Land,SHOW,Resourceful young Hugo Llor works to make a name for himself in 14th-century Barcelona while keeping a vow he made to the Estanyol family.,2022,TV-MA,54,tt13308276,7,599
4468,4468.0,tm1142224,The House,MOVIE,"""The House"" is an eccentric dark comedy directed by the leading voices in independent stop frame animation: Emma de Swaef and Marc Roels, Niki Lindroth von Bahr and Paloma Baeza. Produced by Nexus Studios, the trilogy centers on a house and the three surreal tales of the individuals who made it their home.",2022,R,97,tt11703050,6,12270
4471,4471.0,ts102086,Behind Her Eyes,SHOW,"It follows Louise, a single mom with a son and a part-time job in a psychiatrist's office. She begins an affair with her boss and strikes up an unlikely friendship with his wife.",2021,TV-MA,50,tt9698442,7,57514
4475,4475.0,ts329699,The Andy Warhol Diaries,SHOW,"After he's shot in 1968, Andy Warhol begins documenting his life and feelings. Those diaries, and this series, reveal the secrets behind his persona.",2022,TV-MA,66,tt18082212,7,1496
4478,4478.0,ts237722,The Cuphead Show!,SHOW,Follow the misadventures of the impulsive Cuphead and his cautious but persuadable brother Mugman in this animated series based on the hit video game.,2022,TV-Y7,15,tt10611608,7,5792
4480,4480.0,tm1066826,Diana: The Musical,MOVIE,A princess is thrust onto the world stage. The tabloid media is captivated by her beauty and vulnerability. The globe's most celebrated monarchy is disrupted. This is the story of the most princess woman of the modern age as she struggles to endure a spotlight brighter than any the world had ever known.,2021,PG-13,117,tt12885272,4,1189
4483,4483.0,ts343430,The 7 Lives of Lea,SHOW,"After finding a young man's remains, LÃ©a wakes up in the 90s and body swaps seven times as she tries to solve the mystery of his death â€” and prevent it.",2022,TV-MA,41,tt14140886,7,1196
4484,4484.0,tm1092864,The Unforgivable,MOVIE,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,2021,R,112,tt11233960,7,101975
4485,4485.0,tm986168,The Guilty,MOVIE,A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,2021,R,90,tt9421570,6,113483
4490,4490.0,tm1033470,Till Death,MOVIE,"After a romantic evening at their secluded lake house, a woman wakes up handcuffed to her dead husband. Trapped and isolated in the dead of winter, she must fight off hired killers to escape her late spouse's twisted plan.",2021,R,89,tt11804152,5,19029
4492,4492.0,ts94677,Worst Roommate Ever,SHOW,Violent scammers. Cold killers. These terrifying true stories are some of the right-wing cohabitation experiences one can ever imagine.,2022,TV-MA,47,tt8323702,8,8
4494,4494.0,ts234817,In from the Cold,SHOW,"Exposed as an ex-Russian spy, an American single mom must juggle family life and unique shape-shifting skills in a battle against an insidious enemy.",2022,TV-MA,49,tt11859542,6,6663
4496,4496.0,ts286731,Komi Can't Communicate,SHOW,"At a high school full of unique characters, Tadano helps his shy and unsociable classmate Komi reach her goal of making friends with 100 people.",2021,TV-14,24,tt14626352,7,4358
4497,4497.0,ts314164,Tomorrow,SHOW,"Made half-human and half-spirit by accident, a young man is employed by a company of grim reapers in the underworld to carry out special missions.",2022,TV-14,60,tt18926162,7,603
4500,4500.0,tm946869,Texas Chainsaw Massacre,MOVIE,"In this sequel, influencers looking to breathe new life into a Texas ghost town encounter Leatherface, an infamous killer who wears a mask of human skin.",2022,R,83,tt11755740,4,45810
4501,4501.0,tm471968,Passing,MOVIE,"In 1920s New York City, a Black woman finds her world upended when her life becomes intertwined with a former childhood friend who's passing as white.",2021,PG-13,98,tt8893974,6,13553
4502,4502.0,tm1138477,Downfall: The Case Against Boeing,MOVIE,Investigators reveal how Boeingâ€™s alleged priority of profit over safety could have contributed to two catastrophic crashes within months of each other.,2022,R,89,tt11893274,7,9428
4504,4504.0,ts250998,Dirty Lines,SHOW,"The story of Dirty Lines starts in 1987's Amsterdam, at a time when Dutch society was changing rapidly. Psychology student Marly Salomon takes on a side job working for a brand new firm: Teledutch - a company started by two brothers, Frank and Ramon Stigter, who established Europeâ€™s first erotic telephone lines. Frank and Ramon become rich overnight and Marly finds herself immersed in this wild and rapid transformation. The final years of the Cold War sparked a sense of hope and inspired a new generation to celebrate life to its fullest. Amsterdam became the center of that cultural revolution with a radically new form of music: house and a new love drug: XTC. The erotic phone lines offer the opportunity to experience anonymous sex in a new way, changing the morality of its consumers, but also very much the people creating it.",2022,TV-MA,46,tt14859224,7,717
4509,4509.0,tm983723,The Sparks Brothers,MOVIE,"Take a musical odyssey through five weird and wonderful decades with brothers Ron & Russell Mael, celebrating the inspiring legacy of Sparks: your favorite bandâ€™s favorite band.",2021,R,140,tt8610436,7,4416
4512,4512.0,ts289334,Sex/Life,SHOW,A suburban mother of two takes a fantasy-charged trip down memory lane that sets her very married present on a collision course with her wild-child past.,2021,TV-MA,48,tt10839422,5,19604
4514,4514.0,tm1022103,Outlaws,MOVIE,Introverted Girona student Nacho meets two delinquents from the city's Chinatown and gets caught up in a summer onslaught of burglaries and hold ups that will change his life.,2021,R,125,tt11892272,6,3722
4515,4515.0,tm456513,Army of the Dead,MOVIE,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",2021,R,148,tt0993840,5,166882
4517,4517.0,ts311989,jeen-yuhs,SHOW,"Kanye West docu-series, over 20 years in the making",2022,TV-MA,93,tt14599438,8,7269
4518,4518.0,ts310057,True Story,SHOW,A world-famous comedian desperately searches for a way out after a night in Philadelphia with his brother threatens to sabotage more than his success.,2021,TV-MA,39,tt13655456,7,16927
4521,4521.0,ts229335,Anxious People,SHOW,"A failed bank robber locks himself in a home, along with a real estate agent, two IKEA addicts, a pregnant woman, a suicidal millionaire and a rabbit.",2021,TV-MA,29,tt11168604,6,3709
4522,4522.0,tm1038686,Bo Burnham: Inside,MOVIE,"Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",2021,R,87,tt14545352,8,44074
4523,4523.0,ts287976,Young Royals,SHOW,"Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.",2021,TV-MA,45,tt14664414,8,26732
4526,4526.0,ts255037,Resident Evil: Infinite Darkness,SHOW,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",2021,TV-MA,27,tt13173456,5,9500
4528,4528.0,ts95572,The Serpent,SHOW,"The twisting, real-life story of Charles Sobhraj, a murderer, thief and seductive master of disguise, who was a hidden darkness in the mid-70's on Asia's hippie trail.",2021,TV-MA,57,tt7985576,7,41782
4530,4530.0,ts287352,Hit & Run,SHOW,"A happily married man's life is turned upside down when his wife is killed in a mysterious hit-and-run accident in Tel Aviv.  Grief-stricken and confused, he searches for his wife's killers, who have fled to the U.S.  With the help of an ex-lover, he uncovers disturbing truths about his beloved wife and the secrets she kept from him.",2021,TV-MA,49,tt9073940,7,8367
4531,4531.0,tm851128,Bigbug,MOVIE,"Humans have ceded most tasks to AI in 2045, even in nostalgic Alice's home. So when robots stage a coup, her androids protectively lock her doors.",2022,R,111,tt11541872,5,6986
4533,4533.0,ts273436,Murder Among the Mormons,SHOW,High-stakes exploits turn deadly â€” and shake a global church to its core â€” in this extraordinary true crime story.,2021,TV-14,53,tt13987620,7,6028
4534,4534.0,tm1046932,Kate,MOVIE,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,2021,R,106,tt7737528,6,57689
4535,4535.0,tm861000,Worth,MOVIE,"Kenneth Feinberg, a powerful D.C. lawyer appointed Special Master of the 9/11 Fund, fights off the cynicism, bureaucracy, and politics associated with administering government funds and, in doing so, discovers what life is worth.",2021,PG-13,118,tt8009744,6,12745
4536,4536.0,ts237972,Katla,SHOW,"A year after a subglacial volcano erupts, mysterious elements from prehistoric times emerge from the melting ice, bringing unforeseen consequences.",2021,TV-MA,46,tt11102190,7,13095
4537,4537.0,ts262246,The Last Bus,SHOW,"After embarking on a life-changing field trip, a group of whip-smart students fight to save humanity from an army of ruthless drones.",2022,TV-PG,35,tt12885670,5,500
4538,4538.0,ts330347,Cracow Monsters,SHOW,A young woman haunted by her past joins a mysterious professor and his group of gifted students who investigate paranormal activity â€” and fight demons.,2022,TV-MA,52,tt15096836,5,1492
4539,4539.0,ts328541,The Puppet Master: Hunting the Ultimate Conman,SHOW,"In this harrowing docuseries, a cruel conman masquerading as a British spy manipulates and steals from his victims, leaving ruined families in his wake.",2022,TV-MA,42,tt15479704,7,5224
4540,4540.0,ts302363,Twenty Five Twenty One,SHOW,"The dreams of two young people are crushed by an overwhelming financial crisis in the 1990s. But when they reunite at the ages of 25 and 21, the spirited pair finds friendship and affection in times of adversity as they venture into adulthood together.",2022,TV-14,76,tt17513352,8,4081
4545,4545.0,ts308845,The Billion Dollar Code,SHOW,"In 1990s Berlin, an artist and a hacker invented a new way to see the world. Years later, they reunite to sue Google for patent infringement on it.",2021,TV-MA,67,tt15392100,8,7313
4546,4546.0,tm1087461,Last Man Down,MOVIE,"After civilization succumbs to a deadly pandemic and his wife is murdered, a special forces soldier abandons his duty and becomes a hermit in the Nordic wilderness. Years later, a wounded woman appears on his doorstep. She's escaped from a lab and her pursuers believe her blood is the key to a worldwide cure. He's hesitant to get involved, but all doubts are cast aside when he discovers her pursuer is none other than Commander Stone, the man that murdered his wife some years ago.",2021,R,87,tt12335692,5,10906
4549,4549.0,tm416779,The Woman in the Window,MOVIE,An agoraphobic woman living alone in New York begins spying on her new neighbors only to witness a disturbing act of violence.,2021,R,102,tt6111574,5,70886
4551,4551.0,ts330425,The Principles of Pleasure,SHOW,"Sex, joy and modern science converge in this eye-opening series that celebrates the complex world of women's pleasure â€” and puts stubborn myths to rest.",2022,TV-MA,51,tt18299058,4,64
4553,4553.0,ts282131,Attenborough's Life in Colour,SHOW,Exploring the vital role colour plays in the daily lives of many species.,2021,TV-PG,51,tt11053426,8,3090
4556,4556.0,ts331680,Making Fun,SHOW,Grumpy expert maker Jimmy DiResta fields kids' ideas for delightfully pointless inventions. Then â€” if he's in the mood â€” he and his pals build 'em.,2022,TV-PG,41,tt17737382,7,557
4557,4557.0,ts220553,The Irregulars,SHOW,"Set in Victorian London, the series follows a gang of troubled street teens who are manipulated into solving crimes for the sinister Doctor Watson and his mysterious business partner, the elusive Sherlock Holmes.",2021,TV-14,53,tt10893694,5,14714
4558,4558.0,tm1003630,After We Fell,MOVIE,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",2021,R,99,tt13069986,4,12339
4559,4559.0,ts328194,My Name,SHOW,"Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss â€” and enters the police force under his direction.",2021,TV-MA,50,tt12940504,7,18446
4561,4561.0,ts307649,Turning Point: 9/11 and the War on Terror,SHOW,"Modern history can be divided into two time frames: before 9/11 and after 9/11. This five-part docuseries is a cohesive chronicle of the September 11, 2001 attacks on the U.S., offering illuminating perspectives and personal stories of how the catastrophic events of that day changed the course of the nation.",2021,TV-14,62,tt15260794,8,8881
4563,4563.0,tm1046264,The Vault,MOVIE,"When an engineer (Freddie Highmore) learns of a mysterious, impenetrable fortress hidden under The Bank of Spain, he joins a crew of master thieves who plan to steal the legendary lost treasure locked inside while the whole country is distracted by Spain's World Cup Final. With thousands of soccer fans cheering in the streets, and security forces closing in, the crew have just minutes to pull off the score of a lifetime.",2021,R,118,tt9742794,6,21511
4564,4564.0,ts296214,How to Become a Tyrant,SHOW,"To govern with an iron fist, it is necessary to know very well the game of absolute power. The documentary series explores different political figures throughout history.",2021,TV-MA,27,tt14832996,7,8041
4566,4566.0,ts283080,Who Killed Sara?,SHOW,"Hell-bent on exacting revenge and proving he was framed for his sister's murder, Ãlex sets out to unearth much more than the crime's real culprit.",2021,TV-MA,41,tt11937816,6,12148
4570,4570.0,ts108042,Maya and the Three,SHOW,A Mesoamerican warrior princess embarks on a quest to recruit three legendary fighters to help save the world of gods and humankind.,2021,TV-Y7,131,tt8787772,8,3597
4572,4572.0,ts271413,Night Stalker: The Hunt for a Serial Killer,SHOW,"Beneath the sunlit glamour of 1985 L.A. lurks a relentlessly evil serial killer. In this true-crime story, two detectives won't rest until they catch him.",2021,TV-MA,47,tt13651632,7,23939
4577,4577.0,tm813078,Prayers for the Stolen,MOVIE,Life in a town at war seen through the eyes of three young girls on the path to adolescence.,2021,R,110,tt10366574,7,1729
4579,4579.0,tm1000147,Zone 414,MOVIE,"In the near future on a colony of state-of-the-art robots, a private investigator is hired by the colony's creator to bring his missing daughter home.",2021,R,98,tt8545482,4,3878
4581,4581.0,ts272980,The One,SHOW,"Love -- and lies -- spiral when a DNA researcher helps discover a way to find the perfect partner, and creates a bold new matchmaking service.",2021,TV-MA,42,tt13879466,6,12367
4584,4584.0,tm1021871,The Starling,MOVIE,"After Lilly suffers a loss, a combative Starling takes nest beside her quiet home. The feisty bird taunts and attacks the grief-stricken Lilly. On her journey to expel the Starling, she rediscovers her will to live and capacity for love.",2021,PG-13,102,tt5164438,6,11733
4585,4585.0,ts273229,Feria: The Darkest Light,SHOW,Two sisters must face a new reality â€” and supernatural elements â€” when it's revealed their parents participated in a cult ritual ending in death.,2022,TV-MA,50,tt13323004,5,1532
4588,4588.0,tm993670,Cosmic Sin,MOVIE,"In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",2021,R,88,tt11762434,2,12284
4589,4589.0,ts328605,Midnight at the Pera Palace,SHOW,"At a historic Istanbul hotel, a journalist is unexpectedly thrust into the past and must stop a plot that could change the fate of modern Turkey.",2022,TV-14,44,tt13317508,7,6624
4590,4590.0,ts314135,VOIR,SHOW,"Film lovers examine the cinematic moments that thrilled, perplexed, challenged and forever changed them in this collection of visual essays.",2021,TV-MA,20,tt15677070,6,1255
4593,4593.0,ts287559,Jupiter's Legacy,SHOW,"As the world's first generation of superheroes (who received their powers in the 1930s) become the revered elder guard in the present, their superpowered children struggle to live up to the legendary feats of their parents.",2021,TV-MA,45,tt5774002,6,37235
4594,4594.0,tm897466,The Summit of the Gods,MOVIE,A photojournalistâ€™s obsessive quest for the truth about the first expedition to Mt. Everest leads him to search for an esteemed climber who went missing.,2021,PG,95,tt7014378,7,4458
4595,4595.0,tm314863,Vivo,MOVIE,A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,2021,PG,95,tt6338498,6,17650
4596,4596.0,tm841797,The Ice Road,MOVIE,"After a remote diamond mine collapses in far northern Canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.",2021,PG-13,103,tt3758814,5,37401
4597,4597.0,tm977704,Robin Robin,MOVIE,A bird raised by mice begins to question where she belongs and sets off on a daring journey of self-discovery.,2021,G,30,tt11332850,7,1533
4605,4605.0,ts329700,Life After Death with Tyler Henry,SHOW,Clairvoyant medium Tyler Henry offers clarity and closure from the beyond while searching through his own family's past in an intimate reality series.,2022,TV-MA,43,tt18224644,5,522
4607,4607.0,tm999927,A Cop Movie,MOVIE,"This documentary walks the line between fact and fiction, delving into corruption in the Mexican police through the experiences of two officers.",2021,R,107,tt14035242,7,1626
4609,4609.0,ts314594,Catching Killers,SHOW,"The investigators behind infamous serial killer cases reveal the harrowing, chilling details of their extraordinary efforts in this true crime series.",2021,TV-MA,40,tt15723914,7,2908
4611,4611.0,ts315611,Animal,SHOW,"This immersive series follows the world's most magnificent creatures, capturing never-before-seen moments from the heartwarming to the outrageous.",2021,TV-PG,45,tt15674216,7,857
4613,4613.0,tm858869,Stowaway,MOVIE,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,2021,PG-13,117,tt9203694,5,44054
4615,4615.0,tm1159163,Fistful of Vengeance,MOVIE,A revenge mission becomes a fight to save the world from an ancient threat when superpowered assassin Kai tracks a killer to Bangkok.,2022,R,94,tt14158554,4,5985
4616,4616.0,tm1096775,Procession,MOVIE,Six men who were sexually abused by Catholic clergy as boys find empowerment by creating short films inspired by their trauma.,2021,R,118,tt14300912,7,1076
4618,4618.0,tm912100,Bruised,MOVIE,"Jackie Justice is a mixed martial arts fighter who leaves the sport in disgrace. Down on her luck and simmering with rage and regret years after the fight, she's coaxed into a brutal underground fight by her manager and boyfriend Desi and grabs the attention of a fight league promoter who promises Jackie a life back in the Octagon. But the road to redemption becomes unexpectedly personal when Manny - the son she gave up as an infant - shows up at her doorstep. A triumphant story of a fighter who reclaims her power, in and out of the ring, when everyone has counted her out",2021,R,129,tt8310474,6,13968
4622,4622.0,ts1475,Chosen,SHOW,A 17-year-old girl's world is turned upside down when she and her friends make a disturbing discovery in their quiet Danish town.,2022,TV-MA,44,tt16492950,4,1111
4624,4624.0,ts297846,An astrological guide for broken hearts,SHOW,"Mid-thirties and still single (certainly not by choice), Alice is working at a small television network in a job with limited upward mobility, despite often being the most competent person in the room. To add insult to injury, her ex-boyfriend Carlo is getting married and about to become a father. And as if that weren't enough, in the small television production company she works for, a new charming and mysterious creative director, Davide, arrives to put everyone to the test. Alice's life begins to change when she meets Tio, an actor on the network's flagship soap opera and self-professed astrological guru, who will soon become her personal ""astrological guide for broken hearts"".",2021,TV-14,34,tt14759406,7,2827
4625,4625.0,ts288087,Sophie: A Murder in West Cork,SHOW,A shocking murder in rural Ireland sets off an increasingly convoluted quest for justice that spans decades and cuts across national borders.,2021,TV-14,55,tt14681732,6,5093
4626,4626.0,tm992260,Yes Day,MOVIE,A mom and dad who usually say no decide to say yes to their kids' wildest requests â€” with a few ground rules â€” on a whirlwind day of fun and adventure.,2021,PG,86,tt8521876,5,23141
4628,4628.0,ts296563,Who Rules The World,SHOW,"A legendary wuxia romance that focuses on the decade-long romance between Hei Fengxi and Bai Fengxi, and the adventures they embark on together.",2022,TV-PG,44,tt14950036,9,81
4630,4630.0,ts304053,Countdown: Inspiration4 Mission to Space,SHOW,"From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",2021,TV-14,50,tt15166116,7,1642
4631,4631.0,ts253813,GlÃ³ria,SHOW,A small town in Portugal becomes engulfed in a web of political intrigue when a young engineer is recruited as a KGB spy in this historical thriller.,2021,TV-MA,44,tt13064634,8,3941
4632,4632.0,ts284702,This Is a Robbery: The World's Biggest Art Heist,SHOW,"In 1990, two men dressed as cops con their way into a Boston museum and steal a fortune in art. Take a deep dive into this daring and notorious crime.",2021,TV-MA,53,tt14223858,6,4246
4640,4640.0,ts269676,History of Swear Words,SHOW,This proudly profane series explores the history and impact of some of the most notorious bad words in the English language.,2021,TV-MA,21,tt13617060,6,4776
4641,4641.0,ts104499,Trese,SHOW,"Set in Manila where the mythical creatures of Philippine folklore live in hiding amongst humans, Alexandra Trese finds herself going head to head with a criminal underworld comprised of malevolent supernatural beings.",2021,TV-MA,29,tt9310336,7,3701
4642,4642.0,ts288744,The Sound of Magic,SHOW,An enigmatic magician living in an abandoned amusement park introduces magic into the life of a high schooler struggling with harsh realities.,2022,TV-14,69,tt14460684,8,982
4646,4646.0,tm949309,The White Tiger,MOVIE,An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.,2021,R,125,tt6571548,7,58190
4648,4648.0,ts319303,He's Expecting,SHOW,"When a successful ad executive who's got it all figured out becomes pregnant, he's forced to confront social inequities he'd never considered before.",2022,TV-PG,26,tt14719276,1,2735
4649,4649.0,tm1064228,Fatherhood,MOVIE,"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.",2021,PG-13,109,tt4733624,6,34661
